"status";"general_jedi_encarregado";"estatura_cm";"massa_em_kilos"
"Apto";"Mace Windu";180,24;83,28
"Apto";"Mace Windu";180,02;83,27
"Apto";"Obi-Wan Kenobi";180,22;83,99
"Apto";"Shaak Ti";180,06;84,21
"Apto";"Aayla Secura";181,19;83,9
"Apto";"Yoda";180,24;83,53
"Apto";"Mace Windu";180,59;83,77
"Apto";"Obi-Wan Kenobi";180,7;84,42
"Apto";"Aayla Secura";180,87;83,58
"Apto";"Yoda";180,05;83,66
"Defeituoso";"Yoda";180,51;83,3
"Apto";"Aayla Secura";180,7;83,17
"Apto";"Yoda";180,75;83,37
"Apto";"Mace Windu";180,72;83,61
"Apto";"Shaak Ti";180,51;84,05
"Apto";"Shaak Ti";180,2;83,2
"Apto";"Mace Windu";180,93;83,8
"Apto";"Shaak Ti";180,08;84,24
"Defeituoso";"Shaak Ti";180,28;83,13
"Defeituoso";"Yoda";180,35;83,21
"Apto";"Mace Windu";180,56;84,26
"Apto";"Yoda";181,04;83,89
"Apto";"Obi-Wan Kenobi";181,17;83,11
"Apto";"Yoda";181,17;83,45
"Apto";"Shaak Ti";180,65;83,63
"Apto";"Shaak Ti";180,73;84,21
"Apto";"Aayla Secura";180,68;84,26
"Apto";"Obi-Wan Kenobi";180,41;83,13
"Apto";"Shaak Ti";180,08;83,97
"Apto";"Shaak Ti";180,91;83,14
"Apto";"Shaak Ti";180,6;83,32
"Apto";"Shaak Ti";180,61;84,2
"Apto";"Yoda";181,05;83,06
"Apto";"Mace Windu";180,81;83,55
"Apto";"Shaak Ti";181,19;84,15
"Apto";"Yoda";180,02;83,66
"Apto";"Obi-Wan Kenobi";180,36;84,05
"Apto";"Obi-Wan Kenobi";180,27;84,13
"Apto";"Mace Windu";180,97;84,17
"Apto";"Mace Windu";180,17;83,22
"Apto";"Aayla Secura";180,6;83,34
"Defeituoso";"Shaak Ti";180,35;83,06
"Apto";"Shaak Ti";180,7;83,38
"Apto";"Mace Windu";180,61;83,22
"Apto";"Mace Windu";180,43;84,42
"Apto";"Aayla Secura";181,03;83,83
"Apto";"Shaak Ti";181,08;83,25
"Apto";"Obi-Wan Kenobi";181,19;83,87
"Apto";"Shaak Ti";180,34;84,35
"Apto";"Mace Windu";180,34;83,65
"Apto";"Aayla Secura";180,93;84,07
"Apto";"Aayla Secura";180,17;83,52
"Apto";"Shaak Ti";181,14;83,27
"Defeituoso";"Yoda";180,42;83,36
"Apto";"Yoda";180,33;83,47
"Apto";"Obi-Wan Kenobi";181,01;83,56
"Apto";"Mace Windu";180;84,23
"Apto";"Obi-Wan Kenobi";181,07;83,45
"Apto";"Aayla Secura";180,65;83,58
"Apto";"Obi-Wan Kenobi";180,69;84,14
"Apto";"Yoda";180,73;83,57
"Apto";"Obi-Wan Kenobi";180,07;84,42
"Apto";"Shaak Ti";181,11;83,53
"Apto";"Obi-Wan Kenobi";180,74;83,84
"Apto";"Mace Windu";180,57;84,14
"Apto";"Obi-Wan Kenobi";180,48;83,82
"Apto";"Yoda";181,17;83,86
"Apto";"Aayla Secura";180,11;83,52
"Apto";"Yoda";180,14;83,02
"Apto";"Yoda";180,21;84,49
"Defeituoso";"Yoda";180,39;83,03
"Apto";"Mace Windu";180,45;84,38
"Apto";"Aayla Secura";181,17;83,32
"Apto";"Mace Windu";180,9;83,14
"Apto";"Obi-Wan Kenobi";180,63;84,32
"Apto";"Shaak Ti";180,25;83,48
"Apto";"Aayla Secura";180,76;83,91
"Apto";"Shaak Ti";180,99;83,82
"Apto";"Obi-Wan Kenobi";180,19;83,36
"Apto";"Yoda";180,49;84,4
"Apto";"Aayla Secura";180,35;84,24
"Apto";"Aayla Secura";180,36;83,02
"Apto";"Aayla Secura";180,28;83,78
"Apto";"Obi-Wan Kenobi";180,59;83,58
"Apto";"Obi-Wan Kenobi";180,96;84,3
"Apto";"Obi-Wan Kenobi";180,9;84,34
"Apto";"Aayla Secura";180,65;83,33
"Apto";"Aayla Secura";180,76;83,97
"Apto";"Obi-Wan Kenobi";181,19;83,87
"Apto";"Yoda";180,17;83,43
"Apto";"Shaak Ti";180,42;84,2
"Apto";"Yoda";180,77;83,96
"Apto";"Shaak Ti";180,68;83,46
"Defeituoso";"Shaak Ti";180,4;83,13
"Apto";"Obi-Wan Kenobi";180,88;83,67
"Apto";"Aayla Secura";180,17;83,36
"Apto";"Aayla Secura";180,03;83,77
"Apto";"Yoda";180,75;83,14
"Apto";"Aayla Secura";180,87;83,48
"Apto";"Shaak Ti";180,73;84,07
"Apto";"Aayla Secura";180,13;84,15
"Defeituoso";"Shaak Ti";180,32;83,15
"Apto";"Mace Windu";180,4;83,84
"Apto";"Shaak Ti";180,46;83,89
"Apto";"Mace Windu";180,77;83,34
"Apto";"Aayla Secura";180,32;83,4
"Apto";"Shaak Ti";180,47;83,74
"Apto";"Obi-Wan Kenobi";180,06;84,1
"Apto";"Obi-Wan Kenobi";180,73;84,06
"Apto";"Yoda";180,65;83,11
"Apto";"Aayla Secura";180,59;84,03
"Apto";"Obi-Wan Kenobi";180,83;83,93
"Apto";"Aayla Secura";180,1;84,03
"Defeituoso";"Shaak Ti";180,46;83,14
"Apto";"Obi-Wan Kenobi";180,36;84,49
"Apto";"Obi-Wan Kenobi";180,22;83,53
"Apto";"Yoda";180,29;84,35
"Apto";"Yoda";180,76;83,24
"Apto";"Aayla Secura";180,18;84,48
"Apto";"Aayla Secura";180,82;83,03
"Apto";"Aayla Secura";180,41;83,36
"Apto";"Shaak Ti";180,39;84,06
"Apto";"Aayla Secura";180,21;84,4
"Apto";"Shaak Ti";180,19;84,18
"Apto";"Obi-Wan Kenobi";180,9;83,47
"Apto";"Mace Windu";181,09;84,34
"Apto";"Shaak Ti";180,6;83,75
"Apto";"Yoda";180,69;83,72
"Apto";"Obi-Wan Kenobi";180,83;84,15
"Apto";"Mace Windu";180,61;83,92
"Apto";"Shaak Ti";180,56;83,65
"Apto";"Shaak Ti";180,7;84,42
"Apto";"Shaak Ti";180,67;83,17
"Apto";"Mace Windu";180,81;83,56
"Apto";"Yoda";181,1;84,04
"Apto";"Obi-Wan Kenobi";181,08;84,04
"Defeituoso";"Yoda";180,4;83,38
"Apto";"Aayla Secura";181,12;83,61
"Apto";"Obi-Wan Kenobi";180,17;84,03
"Defeituoso";"Shaak Ti";180,42;83,39
"Apto";"Yoda";181,1;83,99
"Apto";"Yoda";180,93;83,25
"Apto";"Aayla Secura";180,4;84,21
"Apto";"Shaak Ti";180,04;84,13
"Apto";"Aayla Secura";180,1;83,02
"Apto";"Obi-Wan Kenobi";180,29;84,29
"Apto";"Mace Windu";180,22;83,12
"Apto";"Obi-Wan Kenobi";180,76;83,49
"Apto";"Shaak Ti";180,43;83,97
"Apto";"Aayla Secura";180,22;83,33
"Defeituoso";"Shaak Ti";180,37;83,01
"Apto";"Mace Windu";180,16;84,42
"Apto";"Shaak Ti";180,9;83,46
"Apto";"Aayla Secura";180,89;83,51
"Apto";"Mace Windu";180,68;84,3
"Defeituoso";"Shaak Ti";180,28;83,12
"Apto";"Yoda";180,61;84,23
"Apto";"Yoda";180,93;83,16
"Apto";"Aayla Secura";181,07;83,37
"Apto";"Aayla Secura";180,59;83,73
"Apto";"Shaak Ti";180,19;83,63
"Apto";"Obi-Wan Kenobi";180,72;83,8
"Defeituoso";"Shaak Ti";180,39;83,27
"Apto";"Yoda";180,69;83,36
"Apto";"Yoda";180,42;84,16
"Defeituoso";"Yoda";180,49;83,09
"Apto";"Mace Windu";180,03;83,01
"Apto";"Mace Windu";181,13;84,28
"Apto";"Mace Windu";181,18;84,36
"Defeituoso";"Yoda";180,49;83,38
"Defeituoso";"Yoda";180,3;83,04
"Apto";"Shaak Ti";180,28;83,84
"Defeituoso";"Yoda";180,31;83,19
"Apto";"Obi-Wan Kenobi";180,49;84,01
"Apto";"Yoda";181,17;83,63
"Apto";"Shaak Ti";180,65;83,07
"Apto";"Shaak Ti";180,98;84,43
"Apto";"Aayla Secura";180,61;83,08
"Defeituoso";"Shaak Ti";180,3;83,11
"Defeituoso";"Yoda";180,41;83,38
"Defeituoso";"Yoda";180,36;83,19
"Defeituoso";"Yoda";180,4;83,27
"Defeituoso";"Yoda";180,28;83,27
"Apto";"Yoda";180,26;84,23
"Apto";"Obi-Wan Kenobi";180,47;83,23
"Apto";"Mace Windu";181,11;84,42
"Apto";"Yoda";180,06;84,14
"Apto";"Aayla Secura";181,06;83,13
"Apto";"Shaak Ti";180,04;83,96
"Defeituoso";"Shaak Ti";180,3;83,38
"Apto";"Shaak Ti";180,56;83,65
"Apto";"Obi-Wan Kenobi";180,26;83,81
"Apto";"Obi-Wan Kenobi";180,8;83,16
"Apto";"Mace Windu";180,55;84,15
"Apto";"Obi-Wan Kenobi";180,61;83,15
"Apto";"Yoda";181,18;83,18
"Defeituoso";"Shaak Ti";180,52;83,37
"Apto";"Aayla Secura";180,58;84,34
"Apto";"Yoda";180,03;84,37
"Apto";"Yoda";180,74;83,54
"Apto";"Mace Windu";180,25;84,19
"Apto";"Shaak Ti";180,94;84,37
"Apto";"Shaak Ti";180,6;83,2
"Apto";"Aayla Secura";180,12;83,84
"Apto";"Aayla Secura";180,7;83,18
"Apto";"Aayla Secura";181,16;84,14
"Apto";"Aayla Secura";180,18;84,11
"Defeituoso";"Yoda";180,27;83,33
"Defeituoso";"Shaak Ti";180,53;83,11
"Apto";"Mace Windu";180,93;83,02
"Apto";"Shaak Ti";180,58;83
"Apto";"Mace Windu";180,46;83,4
"Apto";"Aayla Secura";180,32;84,08
"Defeituoso";"Yoda";180,44;83,08
"Apto";"Aayla Secura";180,43;83,55
"Apto";"Obi-Wan Kenobi";180,09;83,8
"Apto";"Yoda";180,98;83,95
"Defeituoso";"Shaak Ti";180,55;83,11
"Apto";"Shaak Ti";180,13;84,08
"Apto";"Yoda";180,18;83,38
"Apto";"Shaak Ti";181,18;83,92
"Defeituoso";"Shaak Ti";180,3;83,17
"Apto";"Obi-Wan Kenobi";180,96;84,41
"Apto";"Obi-Wan Kenobi";180,4;84,1
"Apto";"Shaak Ti";180,48;83,62
"Apto";"Mace Windu";180,31;83,58
"Apto";"Shaak Ti";180,66;83,95
"Apto";"Yoda";181,08;84,47
"Apto";"Mace Windu";180,02;83,19
"Apto";"Shaak Ti";180,58;83,64
"Defeituoso";"Shaak Ti";180,46;83,07
"Apto";"Shaak Ti";181,18;83,63
"Apto";"Obi-Wan Kenobi";180,2;84,16
"Apto";"Aayla Secura";180,97;84,44
"Apto";"Shaak Ti";180,98;83,18
"Apto";"Aayla Secura";180,81;84,09
"Apto";"Aayla Secura";181,16;84,06
"Apto";"Yoda";180,21;83,32
"Apto";"Shaak Ti";180,75;84,06
"Apto";"Shaak Ti";180,29;84,44
"Apto";"Obi-Wan Kenobi";180,26;83,39
"Apto";"Mace Windu";180,05;84,43
"Apto";"Mace Windu";180,82;83,12
"Defeituoso";"Shaak Ti";180,32;83,19
"Apto";"Obi-Wan Kenobi";180,82;83,27
"Apto";"Aayla Secura";180,49;84,38
"Apto";"Yoda";180,55;83,8
"Apto";"Aayla Secura";181,01;83,66
"Apto";"Mace Windu";181,15;83,76
"Apto";"Yoda";180,35;83,96
"Apto";"Obi-Wan Kenobi";180,7;84,14
"Apto";"Obi-Wan Kenobi";180,38;83,09
"Apto";"Yoda";180,95;83,62
"Defeituoso";"Shaak Ti";180,26;83,05
"Apto";"Aayla Secura";180,97;83,86
"Defeituoso";"Shaak Ti";180,35;83,33
"Apto";"Aayla Secura";180,87;83,04
"Apto";"Shaak Ti";180,66;83,52
"Apto";"Obi-Wan Kenobi";180,06;84,44
"Defeituoso";"Yoda";180,39;83,13
"Apto";"Mace Windu";180,26;83,15
"Apto";"Obi-Wan Kenobi";180,78;83,22
"Apto";"Yoda";180,15;83,63
"Apto";"Shaak Ti";180,21;83,77
"Apto";"Aayla Secura";180,25;84,02
"Apto";"Aayla Secura";180,88;83,22
"Apto";"Yoda";180,07;84,01
"Apto";"Obi-Wan Kenobi";180,94;83,74
"Apto";"Yoda";180,11;84,02
"Apto";"Obi-Wan Kenobi";180,3;84,35
"Apto";"Obi-Wan Kenobi";180,79;84,46
"Defeituoso";"Shaak Ti";180,51;83,27
"Apto";"Aayla Secura";180,82;83,35
"Apto";"Shaak Ti";180,61;83,78
"Apto";"Shaak Ti";180,26;84,4
"Defeituoso";"Shaak Ti";180,26;83,27
"Apto";"Aayla Secura";180,7;84,04
"Apto";"Yoda";180,09;83,03
"Apto";"Shaak Ti";181,11;83,06
"Defeituoso";"Yoda";180,49;83,38
"Apto";"Mace Windu";180,86;84,2
"Apto";"Aayla Secura";180,68;83,96
"Apto";"Obi-Wan Kenobi";180,85;83,7
"Defeituoso";"Yoda";180,27;83,08
"Apto";"Mace Windu";180,98;83,62
"Apto";"Yoda";180,16;83,4
"Apto";"Obi-Wan Kenobi";180,77;84,3
"Apto";"Yoda";180,92;84,07
"Apto";"Mace Windu";180,55;83,68
"Defeituoso";"Yoda";180,44;83,27
"Apto";"Aayla Secura";180,3;83,99
"Apto";"Aayla Secura";180,89;83,97
"Apto";"Shaak Ti";181,07;84
"Apto";"Mace Windu";181,18;83,98
"Apto";"Yoda";180,45;83,76
"Apto";"Aayla Secura";180,19;84,48
"Apto";"Aayla Secura";180,42;83,12
"Apto";"Shaak Ti";180,92;83,77
"Defeituoso";"Shaak Ti";180,52;83,16
"Apto";"Aayla Secura";180,55;83,36
"Apto";"Shaak Ti";180;83,98
"Apto";"Aayla Secura";180,77;84,01
"Apto";"Yoda";181,1;83,53
"Apto";"Obi-Wan Kenobi";180,58;83,44
"Defeituoso";"Shaak Ti";180,33;83,36
"Defeituoso";"Shaak Ti";180,26;83,28
"Apto";"Obi-Wan Kenobi";180,74;84,39
"Apto";"Yoda";180,12;83,72
"Apto";"Aayla Secura";180,91;84,14
"Apto";"Obi-Wan Kenobi";180,46;83,62
"Apto";"Yoda";181,04;83,09
"Apto";"Aayla Secura";180,46;83,08
"Apto";"Shaak Ti";180,46;84,38
"Apto";"Mace Windu";180,55;84,11
"Apto";"Yoda";181,12;83,51
"Apto";"Aayla Secura";180,32;83,74
"Apto";"Shaak Ti";180,2;84,18
"Apto";"Shaak Ti";180,43;83,92
"Apto";"Shaak Ti";180,44;84,44
"Apto";"Mace Windu";180,45;83,63
"Apto";"Mace Windu";180,15;84,26
"Apto";"Yoda";180,78;83,58
"Apto";"Yoda";181,05;83,25
"Apto";"Yoda";180,76;84,3
"Apto";"Aayla Secura";181,09;83,61
"Apto";"Shaak Ti";180,61;83,63
"Defeituoso";"Shaak Ti";180,32;83,14
"Apto";"Shaak Ti";180,54;83,77
"Apto";"Shaak Ti";181,14;84,33
"Apto";"Aayla Secura";180,8;83,59
"Apto";"Obi-Wan Kenobi";180,7;84,31
"Apto";"Aayla Secura";180,8;83,15
"Apto";"Aayla Secura";181,04;83,68
"Apto";"Aayla Secura";180,25;84
"Apto";"Mace Windu";180,99;83,18
"Apto";"Yoda";180,24;83,84
"Apto";"Yoda";180,85;84,19
"Defeituoso";"Shaak Ti";180,52;83,09
"Apto";"Mace Windu";180,7;83,11
"Apto";"Shaak Ti";180,12;84,37
"Apto";"Aayla Secura";181,12;83,97
"Apto";"Shaak Ti";180,66;83,62
"Apto";"Yoda";180,82;83,09
"Apto";"Aayla Secura";180,47;84,36
"Defeituoso";"Shaak Ti";180,53;83,13
"Apto";"Mace Windu";180,77;83,55
"Apto";"Yoda";180,74;83,27
"Apto";"Mace Windu";180,64;84,07
"Apto";"Aayla Secura";181,17;83,5
"Apto";"Yoda";180,45;83,56
"Apto";"Mace Windu";180,71;84,48
"Apto";"Mace Windu";180,51;83,28
"Apto";"Aayla Secura";180,22;83,38
"Apto";"Yoda";180,43;83,97
"Apto";"Aayla Secura";180,63;83,33
"Apto";"Shaak Ti";180,76;83,81
"Defeituoso";"Shaak Ti";180,38;83,22
"Apto";"Obi-Wan Kenobi";180,84;84,22
"Apto";"Shaak Ti";180,24;84,26
"Apto";"Obi-Wan Kenobi";180,03;84,42
"Apto";"Yoda";180,58;83,76
"Apto";"Mace Windu";180,4;84,25
"Apto";"Aayla Secura";180,18;83,6
"Apto";"Yoda";180,44;83,77
"Apto";"Aayla Secura";180,04;84,26
"Apto";"Aayla Secura";181,15;83,5
"Apto";"Aayla Secura";180,62;83,09
"Apto";"Yoda";181,13;83,81
"Apto";"Yoda";180,98;84,4
"Apto";"Shaak Ti";180,35;83,58
"Apto";"Yoda";180,24;84,29
"Apto";"Yoda";180,66;83,99
"Defeituoso";"Yoda";180,27;83,3
"Apto";"Shaak Ti";180,72;83
"Apto";"Aayla Secura";180,1;84,19
"Apto";"Yoda";180,85;84,44
"Apto";"Shaak Ti";180,72;83,06
"Defeituoso";"Yoda";180,3;83,28
"Apto";"Aayla Secura";180,49;83,64
"Apto";"Yoda";180,62;84,13
"Apto";"Shaak Ti";180,24;83,94
"Apto";"Yoda";180,39;84,49
"Apto";"Shaak Ti";180,81;84,44
"Apto";"Yoda";180,03;83,92
"Apto";"Shaak Ti";180,77;83,22
"Apto";"Obi-Wan Kenobi";180;83,65
"Apto";"Shaak Ti";181,09;83,31
"Apto";"Aayla Secura";180,38;83,88
"Apto";"Shaak Ti";180,17;83,47
"Defeituoso";"Yoda";180,39;83,14
"Apto";"Aayla Secura";180,72;83,98
"Apto";"Obi-Wan Kenobi";180,38;83,64
"Defeituoso";"Shaak Ti";180,3;83,33
"Apto";"Aayla Secura";180,96;83,83
"Apto";"Aayla Secura";180,5;83,16
"Apto";"Obi-Wan Kenobi";180,6;83,62
"Apto";"Aayla Secura";180,52;83,8
"Defeituoso";"Shaak Ti";180,5;83,28
"Defeituoso";"Shaak Ti";180,3;83,01
"Apto";"Obi-Wan Kenobi";180,84;83,84
"Apto";"Mace Windu";180,16;84,17
"Apto";"Yoda";180,78;83,82
"Apto";"Mace Windu";180,04;83,45
"Apto";"Aayla Secura";180,13;83,66
"Apto";"Shaak Ti";181;84,06
"Apto";"Yoda";180,48;84,01
"Apto";"Mace Windu";180,46;84,1
"Apto";"Obi-Wan Kenobi";180,1;83,6
"Apto";"Obi-Wan Kenobi";180,49;83,89
"Defeituoso";"Yoda";180,5;83,23
"Apto";"Obi-Wan Kenobi";180,06;84,15
"Apto";"Aayla Secura";180,46;83,18
"Apto";"Mace Windu";180,84;83,97
"Apto";"Yoda";180,08;84,13
"Apto";"Yoda";180,76;83,76
"Apto";"Shaak Ti";180,97;84,49
"Apto";"Mace Windu";180,83;83,31
"Apto";"Mace Windu";180,87;83,64
"Apto";"Mace Windu";180,42;83,42
"Apto";"Mace Windu";180,48;84,24
"Apto";"Shaak Ti";180,22;83,18
"Apto";"Mace Windu";180,98;83,28
"Apto";"Obi-Wan Kenobi";180,77;83,48
"Apto";"Mace Windu";180,1;84,02
"Apto";"Mace Windu";180,03;84,33
"Defeituoso";"Shaak Ti";180,43;83,06
"Defeituoso";"Shaak Ti";180,31;83,08
"Apto";"Obi-Wan Kenobi";180,39;84,24
"Apto";"Mace Windu";180,84;83,83
"Apto";"Mace Windu";180,89;83,53
"Apto";"Obi-Wan Kenobi";180,41;83,7
"Apto";"Obi-Wan Kenobi";180,21;83,7
"Apto";"Obi-Wan Kenobi";181,02;83,24
"Apto";"Obi-Wan Kenobi";180,14;83,97
"Apto";"Aayla Secura";180,33;84,45
"Apto";"Yoda";180,88;83,98
"Defeituoso";"Shaak Ti";180,37;83,03
"Apto";"Mace Windu";180,95;83,85
"Apto";"Mace Windu";181,04;84,09
"Apto";"Yoda";180,41;84,18
"Apto";"Aayla Secura";180,09;83,76
"Apto";"Obi-Wan Kenobi";180,55;83,71
"Apto";"Mace Windu";180,66;83,01
"Apto";"Mace Windu";180,33;83,35
"Apto";"Mace Windu";180,38;83,55
"Apto";"Shaak Ti";180,42;83,54
"Apto";"Aayla Secura";180,38;84,39
"Defeituoso";"Shaak Ti";180,46;83
"Apto";"Obi-Wan Kenobi";180,34;83,15
"Apto";"Mace Windu";180,16;83,81
"Apto";"Mace Windu";180,3;83,22
"Apto";"Shaak Ti";180,4;83,64
"Apto";"Mace Windu";180,17;83,47
"Apto";"Aayla Secura";180,69;84,36
"Defeituoso";"Yoda";180,35;83,05
"Defeituoso";"Shaak Ti";180,47;83,07
"Apto";"Shaak Ti";180,24;83,89
"Apto";"Yoda";180,87;84,45
"Apto";"Yoda";180,4;83,92
"Apto";"Mace Windu";180,15;83,53
"Apto";"Aayla Secura";180,93;84,36
"Apto";"Mace Windu";180,54;83,91
"Apto";"Aayla Secura";180,02;83,86
"Apto";"Obi-Wan Kenobi";180,79;84,09
"Apto";"Shaak Ti";180,17;83,26
"Defeituoso";"Shaak Ti";180,51;83,32
"Apto";"Yoda";180,09;83,75
"Apto";"Obi-Wan Kenobi";181,06;83,6
"Apto";"Mace Windu";180,68;83,74
"Apto";"Shaak Ti";180,74;83,61
"Apto";"Shaak Ti";181,09;83,99
"Apto";"Shaak Ti";180,7;83,39
"Apto";"Aayla Secura";180,59;84,45
"Apto";"Shaak Ti";180,7;83,29
"Apto";"Obi-Wan Kenobi";180,15;83,92
"Apto";"Aayla Secura";181,14;84,3
"Apto";"Yoda";180,58;83,16
"Apto";"Obi-Wan Kenobi";180,55;84,1
"Apto";"Shaak Ti";180,79;83,45
"Defeituoso";"Yoda";180,42;83,08
"Apto";"Obi-Wan Kenobi";180,92;83,1
"Apto";"Obi-Wan Kenobi";180,58;83,27
"Apto";"Yoda";180,18;83,6
"Apto";"Obi-Wan Kenobi";181,08;83,66
"Apto";"Shaak Ti";180,52;84,49
"Apto";"Shaak Ti";181,04;83,81
"Apto";"Obi-Wan Kenobi";180,31;84,15
"Defeituoso";"Shaak Ti";180,42;83,28
"Apto";"Mace Windu";180,05;83,95
"Apto";"Yoda";180,81;83,88
"Apto";"Obi-Wan Kenobi";180,13;83,94
"Apto";"Yoda";180,32;84,43
"Apto";"Aayla Secura";180,92;83,87
"Apto";"Shaak Ti";180,79;83,3
"Apto";"Aayla Secura";180,68;84,45
"Apto";"Shaak Ti";180,87;84,06
"Defeituoso";"Yoda";180,35;83,02
"Apto";"Shaak Ti";180,42;84,36
"Apto";"Aayla Secura";180,52;83,41
"Apto";"Shaak Ti";181,16;83,21
"Apto";"Aayla Secura";180,09;83,23
"Apto";"Obi-Wan Kenobi";180,71;83,28
"Apto";"Yoda";180,2;83,59
"Apto";"Obi-Wan Kenobi";180,45;84,38
"Apto";"Aayla Secura";180,31;84,23
"Apto";"Aayla Secura";180,61;83,84
"Apto";"Aayla Secura";180,62;83,23
"Apto";"Yoda";180,2;83,02
"Apto";"Mace Windu";180,27;83,07
"Apto";"Aayla Secura";180,17;84,33
"Apto";"Mace Windu";180,49;83,77
"Apto";"Yoda";181,01;83,54
"Apto";"Mace Windu";180,92;83,72
"Defeituoso";"Shaak Ti";180,53;83,37
"Apto";"Mace Windu";180,91;84,29
"Apto";"Obi-Wan Kenobi";180,86;83,87
"Apto";"Obi-Wan Kenobi";180,31;83,7
"Apto";"Aayla Secura";180,67;83,27
"Apto";"Mace Windu";181,18;84,26
"Defeituoso";"Yoda";180,43;83,01
"Apto";"Yoda";181,08;83,15
"Apto";"Shaak Ti";180,19;83,59
"Apto";"Mace Windu";181,01;84,11
"Apto";"Mace Windu";181,13;83,87
"Apto";"Obi-Wan Kenobi";181,09;84,49
"Apto";"Obi-Wan Kenobi";180,82;84,35
"Apto";"Obi-Wan Kenobi";180,62;83,62
"Apto";"Shaak Ti";180,45;83,67
"Apto";"Aayla Secura";180,48;83,5
"Apto";"Shaak Ti";181,18;83,66
"Apto";"Obi-Wan Kenobi";180,18;84,38
"Apto";"Obi-Wan Kenobi";181,05;83,51
"Defeituoso";"Shaak Ti";180,35;83,32
"Apto";"Obi-Wan Kenobi";180,97;83,64
"Apto";"Aayla Secura";180,95;84,29
"Apto";"Obi-Wan Kenobi";180,45;84,24
"Apto";"Shaak Ti";180,76;83,96
"Apto";"Shaak Ti";180,15;84,26
"Apto";"Aayla Secura";180,63;83,07
"Apto";"Aayla Secura";180,12;83,87
"Apto";"Aayla Secura";180,72;83,24
"Apto";"Mace Windu";180,77;83,26
"Apto";"Yoda";180,12;83,42
"Apto";"Aayla Secura";181,1;83,78
"Apto";"Obi-Wan Kenobi";180,55;83,12
"Defeituoso";"Shaak Ti";180,26;83,01
"Apto";"Aayla Secura";180,51;83,31
"Apto";"Yoda";181,14;83,59
"Defeituoso";"Shaak Ti";180,49;83,18
"Defeituoso";"Yoda";180,52;83,2
"Apto";"Shaak Ti";180,52;83,76
"Apto";"Aayla Secura";180,48;83,32
"Apto";"Aayla Secura";180,14;83,41
"Apto";"Yoda";180,02;83,49
"Defeituoso";"Yoda";180,52;83,32
"Apto";"Obi-Wan Kenobi";180,82;83,06
"Apto";"Aayla Secura";180,24;84,34
"Apto";"Mace Windu";181,14;84,28
"Apto";"Shaak Ti";180,27;83,88
"Defeituoso";"Shaak Ti";180,49;83,21
"Apto";"Obi-Wan Kenobi";180,93;83,01
"Apto";"Aayla Secura";181,06;83,03
"Defeituoso";"Shaak Ti";180,28;83,33
"Apto";"Aayla Secura";180,15;83,82
"Apto";"Aayla Secura";180,13;83,74
"Apto";"Mace Windu";180,21;83,64
"Defeituoso";"Yoda";180,26;83,1
"Apto";"Mace Windu";180,92;84,04
"Apto";"Shaak Ti";180,14;83,23
"Apto";"Aayla Secura";180,83;83,22
"Apto";"Yoda";180,25;84,12
"Apto";"Obi-Wan Kenobi";180,77;83,24
"Apto";"Mace Windu";180,84;84,2
"Defeituoso";"Yoda";180,47;83,25
"Apto";"Shaak Ti";181,01;83,05
"Apto";"Yoda";180,84;83,98
"Apto";"Aayla Secura";180,26;83,88
"Apto";"Obi-Wan Kenobi";180,96;83,03
"Apto";"Mace Windu";181,1;83,24
"Apto";"Obi-Wan Kenobi";180,16;83,87
"Apto";"Mace Windu";181,08;83,64
"Apto";"Yoda";180,61;84,38
"Apto";"Shaak Ti";180,7;83,08
"Apto";"Aayla Secura";180,5;83,36
"Apto";"Yoda";180,79;83,75
"Apto";"Yoda";180,07;83,66
"Apto";"Yoda";181,14;83,46
"Apto";"Yoda";180,37;83,73
"Apto";"Aayla Secura";181,12;84,07
"Apto";"Shaak Ti";180,71;83,61
"Apto";"Mace Windu";180,94;84,47
"Apto";"Aayla Secura";181;83,39
"Apto";"Mace Windu";180,7;84,15
"Defeituoso";"Shaak Ti";180,29;83,16
"Apto";"Aayla Secura";180,36;84,25
"Apto";"Yoda";180,33;83,55
"Apto";"Mace Windu";181,16;83,55
"Apto";"Mace Windu";180,07;83,57
"Defeituoso";"Shaak Ti";180,29;83,18
"Apto";"Aayla Secura";180,85;83,11
"Apto";"Aayla Secura";180,17;83,82
"Defeituoso";"Yoda";180,46;83,05
"Apto";"Aayla Secura";181,07;83,4
"Apto";"Shaak Ti";180,65;83,49
"Apto";"Mace Windu";180,7;83,59
"Apto";"Yoda";180,44;83,5
"Apto";"Shaak Ti";181,15;84,09
"Apto";"Yoda";180,27;83,7
"Defeituoso";"Yoda";180,53;83,21
"Apto";"Obi-Wan Kenobi";180,61;83,38
"Apto";"Shaak Ti";180,41;84,22
"Apto";"Shaak Ti";180,57;83,8
"Apto";"Mace Windu";180,43;83,66
"Apto";"Mace Windu";180,91;83,22
"Defeituoso";"Yoda";180,26;83,33
"Apto";"Obi-Wan Kenobi";180,16;84,17
"Apto";"Obi-Wan Kenobi";180,04;84
"Defeituoso";"Yoda";180,26;83,24
"Apto";"Shaak Ti";180,85;84,36
"Apto";"Obi-Wan Kenobi";180,22;83,7
"Apto";"Obi-Wan Kenobi";180,62;84,05
"Apto";"Yoda";180,39;84,48
"Apto";"Shaak Ti";180,71;83,7
"Defeituoso";"Shaak Ti";180,43;83,26
